sentences1,sentences2,is_similar
"Phó_Thủ_tướng đồng_ý giảm 10 - 20 % phí giao_thông đường_bộ Thực_hiện chính_sách hỗ_trợ , phát_triển doanh_nghiệp đến năm 2020 theo Nghị_quyết số 35/NQ-CP , chỉ_đạo của Thủ_tướng Chính_phủ và các Phó_Thủ_tướng Chính_phủ tại các cuộc họp gần đây , Bộ Tài_chính phối_hợp với Bộ Giao_thông vận_tải ( GTVT ) rà_soát các dự_án giao_thông BOT ( xây_dựng - vận_hành - chuyển_giao ) hiện_hành .","Thực_hiện chính_sách hỗ_trợ , phát_triển doanh_nghiệp đến năm 2020 theo Nghị_quyết sô 35/CP , chỉ_đạo của Thủ_tướng Chính_phủ và các Phó_Thủ_tướng Chính_phủ tại các cuộc họp gần đây , Bộ Tài_chính phối_hợp với Bộ Giao_thông vận_tải ( GTVT ) rà_soát các dự_án giao_thông BOT ( xây_dựng - vận_hành - chuyển_giao ) hiện_hành .",1
"Qua khai_thác bệnh_sử , trước khi vào viện vài giờ bé được mẹ bơm nước muối để rửa mũi , nhưng không may mẹ bé đã lấy nhầm lọ cồn 90 để gần đó và bơm vào mũi con khoảng 20ml .","Do sơ_suất , mẹ bé đã lấy nhầm lọ cồn 90 độ đựng trong lọ có cùng kích_cỡ , hình_dáng và nhãn mác gần giống với lọ nước muối để bơm rửa mũi cho con .",1
"Đến nay Bệnh_viện Việt_Đức mới điều_trị và ghép cho 5 trường_hợp , đều bị chấn_thương do tai_nạn giao_thông .","Được biết từ trước đến nay , đây là trường_hợp thứ 5 tại BV Việt_Đức được ghép thận tự_thân , nguyên_nhân chấn_thương đều do tai_nạn giao_thông .",1
"Trần_Thị_Thu_Ngân sinh năm 1996 , tại Hải_Phòng , sở_hữu 1 , 7 m , số_đo ba vòng là 87 - 59 - 92 .",Trần_Thị_Thu_Ngân sinh năm 29/7 / 1996 đến từ thành_phố biển Hải_Phòng .,1
Cầu_thủ trẻ đắt_giá thứ ba mà Real từng đào_tạo là Alvaro Negredo .,"Một_số cầu_thủ khác từng trưởng_thành từ lò đào_tạo trẻ của Real là Cheryshev , Joselu , Diego_Lopez và Rodrigo Moreno .",0
"Sáng 29/7 , Công_an huyện Tiên_Lãng ( Hải_Phòng ) nhận được tin Công_an quận Hải_An đang truy_tìm chiếc ôtô Kia_Morning của một phụ_nữ bị lấy cắp khi để trên địa_bàn quận Hải_An .","Sáng 29/7 , Công_an huyện Yên_Lãng ( Hải_Phòng ) nhận được tin Công_an quận Hải_An đang truy_tìm chiếc ôtô Kia_Morning của một phụ_nữ bị lấy cắp khi để trên địa_bàn quận Hải_An .",1
"Đến khoảng 23h , các bác_sỹ thông_báo với anh Hiền vợ anh buộc phải mổ đẻ , anh Hiền đã đồng_ý .",Cho đến khoảng 23h đêm các bác_sỹ thông_báo với anh Hiền vợ anh buộc phải mổ đẻ .,1
"Các chuyên_gia , nhà_buôn vàng , có tới 84 % dự_báo giá vàng sẽ tăng trong tuần này .","Có tới 84 % dự_báo giá vàng sẽ tăng trong tuần tới , 11 % cho rằng giá có_thể giảm , còn 5 % kỳ_vọng giá đi ngang .",1
"Sau khởi_tố vụ án , nhà chức_trách sẽ xử_lý những cá_nhân , tổ_chức liên_quan .","Sau khi khởi_tố vụ án , Cơ_quan cảnh_sát điều_tra Công_an Hà_Tĩnh sẽ đánh_giá trách_nhiệm của các tổ_chức , cá_nhân có liên_quan và điều_tra vụ_việc . / .",1
"Cụ_thể , giá vàng SJC tại TP HCM được Công_ty VBĐQ_Sài_Gòn niêm_yết ở mức 36 , 35 triệu đồng / lượng ( mua vào ) , 36 , 64 triệu đồng / lượng ( bán ra ) , giảm 340.000 đồng / lượng ở chiều mua và 300.000 / lượng ở chiều bán so với phiên sáng_qua .","Cụ_thể , giá vàng SJC tại thị_trường Hà_Nội giao_dịch quanh mức 36 , 35 triệu đồng / lượng ở chiều mua vào và 36 , 66 triệu đồng / lượng chiều bán ra .",1
"Ở tình_huống ném biên sau đó , các cầu_thủ Khánh_Hoà không trả bóng cho Quảng_Nam mà tổ_chức tấn_công , dẫn tới bàn_thắng ghi bằng đầu của Uche .",Do vậy ở pha ném biên sau đó Khánh_Hoà không phải trả lại bóng mà có quyền tổ_chức tấn_công .,1
"Qua thăm khám nhanh tại khoa Cấp_cứu , các bác_sĩ nghi_ngờ chị C bị thai ngoài tử_cung , có khả_năng đã vỡ khối thai vào trong ổ_bụng làm máu ứ_đọng , kích_thích đường tiểu , gây các triệu_chứng giống nhiễm_trùng đường tiểu .","bị thai ngoài tử_cung , vỡ khối thai vào ổ_bụng làm máu ứ_đọng , kích_thích đường tiểu , gây các triệu_chứng giống nhiễm_trùng đường tiểu .",1
"Theo Dân_Trí , đây là trực_thăng thứ 2 của quân_đội Nga bị bắn rơi ở Syria trong vòng chưa đầy 1 tháng qua và là trực_thăng thứ 3 bị bắn rơi kể từ đầu năm .","Theo RT , đây là chiếc trực_thăng thứ 3 của Nga bị mất khi hoạt_động ở Syria trong năm nay .",1
"Vì vậy , ông đề_nghị làm rõ căn_cứ nào để xây_dựng công_trình khách_sạn số 22 - 32 Lê_Thái_Tổ .","Vì vậy , vị đại_biểu này đề_nghị làm rõ căn_cứ nào để xây_dựng Dự_án đầu_tư xây_dựng công_trình khách_sạn tại số 22 - 32 Lê_Thái_Tổ , quận Hoàn_Kiếm ?",1
Ông Trí sau đó đã yêu_cầu kháng_nghị bản_án để xem_xét theo hướng giảm nhẹ hình_phạt cho hai bị_cáo .,"Trước đó , người đại_diện của hai bị_cáo này nộp đơn kháng_cáo xin giảm nhẹ hình_phạt sau khi có chỉ_đạo của chánh_án TAND tối_cao về việc xem_xét lại bản_án này .",1
"Số_liệu công_bố bởi Bộ Công_Thương cập_nhật đến ngày 2/8 cho_thấy , giá xăng RON 92 tại thị_trường Singapore , thị_trường nhập_khẩu của Việt_Nam , đang ở mức 45 , 75 USD / thùng .","Theo cập_nhật mới nhất trên website của Bộ Công_thương , tính đến ngày 2/8 , giá cơ_sở của xăng RON 92 tại Singapore là 45 , 75 USD / thùng .",1
"Thành muốn khi không gặp nhau , Thành muốn Hari biết_đâu , mình phải yêu cho rất lâu , đến lúc khi em có bầu , thì mình sẽ có con đâu , mình phải nắm tay nhau dù_cho rang ta rụng , tóc trên đầu không còn đâu ""","Nghệ_sĩ đa_tài liền tỏ tình với Hari_Won khiến cô ngượng_ngùng : "" Mình phải yêu cho rất lâu , đến lúc khi em có bầu , thì mình sẽ có con đầu "" .",1
"Để chuẩn_bị cho AFF_Suzuki_Cup 2016 , ĐT Việt_Nam lên kế_hoạch tập_trung , thi_đấu giao_hữu .",Bốc thăm chia bảng AFF_Suzuki_Cup 2016 : ĐT Việt_Nam tránh gặp Thái_Lan,1
"Để sản_xuất , ông dùng ớt bột , phụ_gia mua trôi_nổi trên thị_trường , muối ... ngâm với nhau khoảng 3 tháng rồi mang nấu đặc , sau đó tiếp_tục ủ cho đến khi thành_phẩm .","Cơ_sở dùng ớt bột , phụ_gia ngâm , ủ với nhau rồi mang nấu đặc và lại mang tiếp_tục ủ cho đến khi ra thành_phẩm . / .",1
"Theo Trung_tâm Dự_báo Khí_tượng Thuỷ_văn Trung_ương , vào hồi 4 giờ ngày 1/8 , vị_trí tâm_bão số 2 ở vào khoảng 19 , 8 độ_Vĩ_Bắc ; 119 , 4 độ_Kinh_Đông , cách Hồng_Kông ( Trung_Quốc ) khoảng 660 km về phía Đông_Nam .","Trung_tâm Dự_báo Khí_tượng Thuỷ_văn Trung_ương cho_biết , vào hồi 20 giờ ngày 31/7 , vị_trí tâm_bão Nida ở vào khoảng 18 , 7 độ_Vĩ_Bắc ; 121 , 2 độ_Kinh_Đông , trên khu_vực phía Bắc đảo Luzon .",0
"Hệ_thống âm_thanh tại cảng_hàng_không Tân_Sơn_Nhất và Nội_Bài cũng bị_can thiệp , đưa ra thông_tin xuyên_tạc liên_quan đến vấn_đề Biển Đông .","Chưa dừng lại , hệ_thống âm_thanh và thông_báo tại cảng_hàng_không Tân_Sơn_Nhất và Nội_Bài bị_can thiệp , sửa_đổi hiển_thị hình_ảnh và âm_thanh xuyên_tạc về vấn_đề Biển Đông .",1
"Trong quá_khứ , U23 Nigeria từng 2 lần vào chung_kết môn bóng_đá nam Olympic .","Trong quá_khứ , Brazil từng 3 lần vào chung_kết Olympic môn bóng_đá Nam nhưng đều thất_bại .",1
Người giành ngôi Hoa_hậu Bản_sắc Việt toàn_cầu là Trần_Thị_Thu_Ngân .,hoa_hậu Bản_sắc Việt_Toàn_cầu Trần_Thị_Thu_Ngân .,1
Mỗi năm nước ta có khoảng 500 - 700 trường_hợp có nhu_cầu nhờ mang_thai hộ .,"Theo thứ_trưởng Nguyễn_Viết_Tiến , hàng năm nước ta có khoảng 500 - 700 trường_hợp có nhu_cầu nhờ mang_thai hộ .",1
"Sáng 13.9 PV đã có cuộc trò_chuyện với tài_xế xe_cứu_thương Hồ_Ngọc_Đông ( sinh năm 1986 ) , thuộc Đội vận_chuyển cấp_cứu 115 Nghệ_An .","Đó là lời trần_tình của tài_xế lái xe cứu_thương Hồ_Ngọc_Đông ( 1986 ) , thuộc Đội vận_chuyển cấp_cứu 115 Nghệ_An trong buổi sáng 13/9 khi trao_đổi với báo_chí .",1
"Trên máy_bay có 3 thành_viên phi_hành_đoàn và 2 sỹ quan từ Trung_tâm hoà_giải Nga ở Syria "" , hãng tin Sputnik dẫn thông_cáo của Bộ Quốc_phòng Nga .","Tất_cả 5 người trên máy_bay , gồm 3 thành_viên phi_hành_đoàn và 2 sĩ_quan , đều đã thiệt_mạng , Sputnik dẫn tuyên_bố của Bộ Quốc_phòng Nga cho_biết thêm .",1
"Nhưng ở các sản_phẩm rò_rỉ chúng vẫn thường xuất_hiện với màu vàng , xám không_gian hoặc vàng hồng như iPhone 6s .","Nhưng ở các sản_phẩm rò_rỉ chúng vẫn thường xuất_hiện với màu vàng , xám không_gian hoặc vàng hồng như iPhone 6s .",1
"Về nguyên_nhân thất_bại của U23 Việt_Nam đã được tìm ra : "" Cầu_thủ mất phong_độ thi_đấu "" "" Chọn sai điểm rơi phong_độ "" "" Nhiều cầu_thủ trụ_cột bị chấn_thương "" "" Lịch thi_đấu thiếu khoa_học "" "" Thiếu hiểu_biết về đối_thủ "" "" Có sai_lầm về chiến_thuật "" "" Bản_lĩnh thi_đấu yếu_kém "" . ","Bản_thân Tổng_giám_đốc SLNA Nguyễn_Hồng_Thanh đã phải kêu_gọi : "" VFF có trách_nhiệm báo_cáo Bộ Văn_hóa - Thể_thao và Du_lịch Chính_phủ để tìm ra hướng giải_cứu bóng_đá Việt_Nam . ",0
"Song có_thể nói ngay rằng cuộc "" mổ_xẻ "" tìm nguyên_nhân thất_bại của bóng_đá chuyên_nghiệp Việt_Nam chưa đi đến_nơi_đến_chốn . ","Cả nền bóng_đá Việt_Nam đang khủng_hoảng và đáng nói hơn khi cuộc khủng_hoảng này vẫn chưa có dấu_hiệu "" chạm đáy "" . ",0
"Đúng như câu nói của một vị quan_chức VFF tại cuộc họp rút kinh_nghiệm ( sáng ngày 21/12/2007 ) : "" Vấn_đề chính lúc này là phải xác_định cho được bóng_đá Việt_Nam đang ở đâu có cái gì trong tay ","Cả nền bóng_đá Việt_Nam đang khủng_hoảng và đáng nói hơn khi cuộc khủng_hoảng này vẫn chưa có dấu_hiệu "" chạm đáy "" . ",0
Trả_lời câu hỏi này tôi xin nói_lên suy_nghĩ của mình về bóng_đá nhà_nghề từ đó suy ra bóng_đá của ta hiện_nay để các quan_chức quản_lý bóng_đá chuyên_nghiệp suy_nghĩ rút kinh_nghiệm . ,Sự_thực 100% đội bóng chuyên_nghiệp Việt_Nam hiện_giờ không_thể dùng doanh_thu từ bóng_đá ( gồm tiền thưởng thành_tích bản_quyền truyền_hình bán vé hoạt_động thương_mại ) để tự nuôi_sống mình khi thực_tế nguồn thu này quá nhỏ và manh_mún . ,0
"Theo tôi trong lĩnh_vực bóng_đá nhà_nghề đội thắng là đội có "" điều_kiện thi_đấu "" tốt hơn và "" điều_kiện thi_đấu "" cũng nói_lên đẳng_cấp . ",Nếu mùa giải mới bắt_đầu đúng hẹn thì V-League chỉ có 12 đội và hạng Nhất_là 11 đội đáp_ứng được điều_kiện tham_dự . ,0
"Một đội bóng có đẳng_cấp nhà_nghề thì cầu_thủ phải hội đủ 3 yếu_tố là : "" Thể_lực tốt "" "" Kỹ - chiến_thuật tốt "" và "" Tinh_thần ý_chí đạo_đức tốt "" . ",Nhưng về lâu_dài chuyện bà Đặng_Ngọc_Lan có tiếp_tục duy_trì đội bóng nếu bầu Kiên gặp bất_trắc sẽ là dấu_hỏi lớn . ,0
Vì vậy khi thi_đấu với các đội bóng châu Âu châu Phi châu Mỹ thường gặp nhiều khó_khăn và thường là thua_thiệt . ,Nhưng về lâu_dài chuyện bà Đặng_Ngọc_Lan có tiếp_tục duy_trì đội bóng nếu bầu Kiên gặp bất_trắc sẽ là dấu_hỏi lớn . ,0
Ta không có lợi_thế trong việc chơi bóng bổng và rất khó_khăn khi bạn dùng sức_mạnh tốc_độ v . v … ,Việc quản_lý đội bóng hiện vẫn được dàn_xếp ổn thỏa khi có sự can_thiệp của bà Đặng_Ngọc_Lan ( vợ bầu Kiên ) . ,0
Đối_với những dân_tộc có_thể_lực hạn_chế do bị chi_phối bởi gien nòi_giống như Nhật_Bản Singapore thì người_ta đã • có chiến_lược đầu_tư khắc_phục các nhược_điểm hạn_chế đó một_cách có bài_bản . ,"Bản_thân Tổng_giám_đốc SLNA Nguyễn_Hồng_Thanh đã phải kêu_gọi : "" VFF có trách_nhiệm báo_cáo Bộ Văn_hóa - Thể_thao và Du_lịch Chính_phủ để tìm ra hướng giải_cứu bóng_đá Việt_Nam . ",0
Để có được những cầu_thủ chơi bóng có trình_độ kỹ_thuật như vậy cần phải có kế_hoạch đầu_tư đào_tạo từ nhỏ . ,Nhưng về lâu_dài chuyện bà Đặng_Ngọc_Lan có tiếp_tục duy_trì đội bóng nếu bầu Kiên gặp bất_trắc sẽ là dấu_hỏi lớn . ,0
Về phẩm_chất tinh_thần ý_chí và đạo_đức nghề_nghiệp của cầu_thủ bóng_đá chuyên_nghiệp là ý_thức rèn_luyện chuyên_môn để trở_thành một cầu_thủ giỏi có đóng_góp xứng_đáng vào thành_tích và uy_tín của đội bóng . ,Sự_thực 100% đội bóng chuyên_nghiệp Việt_Nam hiện_giờ không_thể dùng doanh_thu từ bóng_đá ( gồm tiền thưởng thành_tích bản_quyền truyền_hình bán vé hoạt_động thương_mại ) để tự nuôi_sống mình khi thực_tế nguồn thu này quá nhỏ và manh_mún . ,0
Nếu xét về điều_kiện này bóng_đá Việt_Nam chỉ xếp ngang với Indonesia Malaysia nhưng vẫn xếp sau Thái_Lan . ,"Cả nền bóng_đá Việt_Nam đang khủng_hoảng và đáng nói hơn khi cuộc khủng_hoảng này vẫn chưa có dấu_hiệu "" chạm đáy "" . ",0
Nhìn vào thực_trạng bóng_đá chuyên_nghiệp Việt_Nam thông_qua 3 tiêu_chí chuẩn_mực bóng_đá nhà_nghề như vậy cho_thấy bóng_đá chuyên_nghiệp Việt_Nam chỉ mới leo được lên sườn dốc phát_triển chưa leo lên được tới đỉnh đẳng_cấp bóng_đá chuyên_nghiệp khu_vực . ,Sự ra_đời của VPF trong mùa giải vừa_qua được đánh_giá là tín_hiệu tích_cực để hướng bóng_đá Việt_Nam cấp_độ CLB hướng dần đến sự phát_triển lành_mạnh . ,0
Đem so_sánh 3 tiêu_chuẩn bóng_đá nhà_nghề với các nền bóng_đá trong khu_vực Đông_Nam_Á chúng_ta thấy bóng_đá Việt_Nam hiện_nay vẫn xếp dưới bóng_đá Thái_Lan một cấp chỉ ngang với Singapore và Malaysia . ,"Cả nền bóng_đá Việt_Nam đang khủng_hoảng và đáng nói hơn khi cuộc khủng_hoảng này vẫn chưa có dấu_hiệu "" chạm đáy "" . ",0
"Tuy bóng_đá Việt_Nam đứng cùng hàng đẳng_cấp với bóng_đá Singapore Malaysia nhưng Việt_Nam vẫn còn kém Singapore Malaysia về "" Tố_chất thể_lực "" . ","Nhưng đáng tiếc là khi sự hợp_tác giữa hai bên mới chỉ ở giai_đoạn đầu thì bóng_đá Việt_Nam đã đứng trước nguy_cơ tự đổ_vỡ bởi những hệ lụy từ thời_gian dài đánh_đu cùng những giá_trị "" ảo "" . ",0
"Vì vậy việc đội_tuyển U23 Việt_Nam để thua U23 Singapore ở vòng loại và bán_kết SEA_Games 24 thì cũng là chuyện bình_thường đâu đến_nỗi đó là "" Điều đáng sỉ_nhục "" . ",Điều đó khẳng_định chuyện SLNA lao_đao vì nhà tài_trợ Bắc_Á không đơn_thuần là chuyện nội_bộ của bóng_đá xứ Nghệ nữa . ,0
Vì các đội bóng cùng đẳng_cấp khi thi_đấu với nhau thì việc thắng thua còn nhờ vào sự may_rủi . ,Việc quản_lý đội bóng hiện vẫn được dàn_xếp ổn thỏa khi có sự can_thiệp của bà Đặng_Ngọc_Lan ( vợ bầu Kiên ) . ,0
Với thực_chất của đội bóng U23 Việt_Nam như vậy nếu HLV Riedl có mưu_mẹo sắp_xếp được đội_hình khéo_léo để giành chiến_thắng trước U23 UAE tại vòng loại Olympic Bắc_Kinh 2008 thì đó cũng là nhờ may_mắn chứ chưa phải nhờ có đẳng_cấp cao hơn . ,Nhưng về lâu_dài chuyện bà Đặng_Ngọc_Lan có tiếp_tục duy_trì đội bóng nếu bầu Kiên gặp bất_trắc sẽ là dấu_hỏi lớn . ,0
Vì bản_thân hàng thủ của Đội U23 UAE không mạnh và đội bạn cũng chưa thật_sự hiểu lối chơi của Đội U23 Việt_Nam . ,"Đối_tác J-League có_thể nhiệt_tình song họ cũng chẳng_thể giúp các đội bóng Việt_Nam "" lột_xác "" chỉ sau thời_gian ngắn . ",0
Qua trận_đấu với đội U23 Nhật_Bản kế_tiếp vòng trong thì chỗ yếu của Đội U23 Việt_Nam đã • bộc_lộ ( hở hai cánh phòng_ngự yếu các trung_vệ chiều cao thấp thủ_môn kém ) . ,Ông_chủ nổi_tiếng căn_cơ và có ảnh_hưởng sâu_rộng trong làng bóng_đá Việt_Nam này đã nói_thẳng rằng ông không vi_phạm quy_định của VFF nhưng sẽ xem_xét thoái vốn khỏi hai đội bóng Hà_Nội T&_T và SHB_Đà_Nẵng đồng_thời rút chân luôn khỏi địa_hạt bóng_đá . ,0
"Chính nhờ có các trận_đấu của đội U23 Việt_Nam ở vòng loại Olympic Bắc_Kinh tại SVĐ Mỹ_Đình mà HLV Avramovic ( U23 Singapore ) mới biết được "" tử huyệt "" của Đội U23 Việt_Nam và ông ta đã • tập_trung đánh vào đó một_cách thành_công . ",Ông_chủ nổi_tiếng căn_cơ và có ảnh_hưởng sâu_rộng trong làng bóng_đá Việt_Nam này đã nói_thẳng rằng ông không vi_phạm quy_định của VFF nhưng sẽ xem_xét thoái vốn khỏi hai đội bóng Hà_Nội T&_T và SHB_Đà_Nẵng đồng_thời rút chân luôn khỏi địa_hạt bóng_đá . ,0
Vấn_đề cấp_bách hiện_nay là cần có một chiến_lược cùng với các chương_trình kế_hoạch đầu_tư phát_triển cụ_thể có chiều sâu để khắc_phục một_cách cơ_bản những mặt còn bị hạn_chế về tố_chất thể_lực của con_người nhằm đào_tạo ra một lớp cầu_thủ bóng_đá nhà_nghề Việt_Nam tuy còn nhỏ_bé về thể_hình ( so với Âu_Mỹ ) nhưng vừa có kỹ_thuật khéo_léo vừa có_thể_lực tốt vừa có phẩm_chất tinh_thần ý_chí và đạo_đức nghề_nghiệp cao giúp nền bóng_đá chuyên_nghiệp Việt_Nam trong một tương_lai gần đạt được đẳng_cấp cao trong khu_vực . ,Việc xúc_tiến hợp_tác cùng J-League giải VĐQG thành_công nhất châu Á có_thể coi là bước_đi đúng_đắn trong nỗ_lực khắc_phục những bất_cập như giá chuyển_nhượng lương thưởng dành cho cầu_thủ cao đến phi_lý đồng_thời xây_dựng mô_hình hoạt_động thực_sự chuyên_nghiệp giúp các CLB tự nuôi_sống bản_thân mình . ,0
Hơn 10 năm qua công_nghệ thông_tin đã trở_thành ngành kinh_tế mũi_nhọn có tốc_độ tăng_trưởng và hiệu_quả cao đóng_góp trực_tiếp gần 7% GDP của đất_nước đồng_thời có tác_động lan tỏa thúc_đẩy phát_triển nhiều ngành nhiều lĩnh_vực kinh_tế - xã_hội . ,Hơn 10 năm qua công_nghệ thông_tin đã trở_thành ngành kinh_tế có tốc_độ tăng_trưởng cao đóng_góp trực_tiếp gần 7% GDP và là một lợi_thế phát_triển đặc_biệt của Việt_Nam . ,1
Hạ_tầng viễn_thông và dịch_vụ viễn_thông Việt_Nam đang từng bước phát_triển để ngang tầm khu_vực và thế_giới . ,Theo Thủ_tướng hạ_tầng viễn_thông và dịch_vụ viễn_thông Việt_Nam đã có vị_trí trên bản_đồ công_nghệ thông_tin thế_giới . ,1
Theo kết_quả khảo_sát Chính_phủ điện_tử của Liên_hợp_quốc năm 2012 Việt_Nam xếp vị_trí thứ 83 trên tổng_số 190 quốc_gia được thực_hiện đánh_giá . ,Mức_độ triển_khai chính_phủ điện_tử của Việt_Nam đã vươn lên đứng thứ 4 trong các quốc_gia khu_vực Đông_Nam_Á . ,0
Trong các nước Đông_Nam_Á Việt_Nam chỉ đứng sau Singapore Malaysia_Brunei . ,Mức_độ triển_khai chính_phủ điện_tử của Việt_Nam đã vươn lên đứng thứ 4 trong các quốc_gia khu_vực Đông_Nam_Á . ,0
Hà_Nội và Thành_phố Hồ_Chí_Minh đã lọt vào danh_sách 10 thành_phố mới nổi về gia_công phần_mềm . ,Đáng chú_ý hai thành_phố Hà_Nội và Tp.HCM đã lọt vào danh_sách 10 thành_phố mới nổi về gia_công phần_mềm . ,1
Thủ_tướng Nguyễn_Tấn_Dũng cũng nhấn_mạnh công_nghệ thông_tin là một lợi_thế phát_triển đặc_biệt của Việt_Nam trên nền_tảng nguồn nhân_lực trẻ dồi_dào và được đào_tạo cơ_bản . ,Thủ_tướng cho rằng công_nghệ thông_tin là một lợi_thế phát_triển đặc_biệt của Việt_Nam trên nền_tảng nguồn nhân_lực trẻ dồi_dào và được đào_tạo cơ_bản . ,1
Tiếp đó Chính_phủ đã ban_hành Chương_trình hành_động về xây_dựng hệ_thống kết_cấu_hạ_tầng đồng_bộ ứng_dụng công_nghệ thông_tin để hiện_đại hóa các lĩnh_vực hạ_tầng kinh_tế xã_hội và xây_dựng kết_cấu_hạ_tầng thông_minh cho sự phát_triển hiện_đại . ,Tiếp đó Chính_phủ đã ban_hành chương_trình hành_động về xây_dựng hệ_thống kết_cấu_hạ_tầng đồng_bộ ứng_dụng công_nghệ thông_tin để hiện_đại hóa các lĩnh_vực hạ_tầng kinh_tế xã_hội . ,1
Thủ_tướng yêu_cầu phát_triển và ứng_dụng công_nghệ thông_tin trong sản_xuất kinh_doanh và quản_lý hướng tới mục_tiêu nâng_cao toàn_diện năng_lực cạnh_tranh quốc_gia coi đây là con đường ngắn nhất để Việt_Nam tiến kịp các nước phát_triển tiến cùng thời_đại . ,Phát_triển và ứng_dụng công_nghệ thông_tin trong sản_xuất kinh_doanh và quản_lý hướng tới mục_tiêu nâng_cao toàn_diện năng_lực cạnh_tranh quốc_gia coi đây là con đường ngắn nhất để Việt_Nam tiến kịp các nước phát_triển - tiến kịp_thời đại_. ,1
Đồng_thời cần xây_dựng hệ_thống hạ_tầng thông_tin quốc_gia ban_hành chuẩn thông_tin quốc_gia bảo_đảm khả_năng kết_nối liên_thông đồng_bộ chú_trọng công_tác an_ninh an_toàn và bảo_mật thông_tin quốc_gia . ,- Xây_dựng hệ_thống hạ_tầng thông_tin quốc_gia ban_hành chuẩn thông_tin quốc_gia bảo_đảm khả_năng kết_nối liên_thông đồng_bộ chú_trọng công_tác an_ninh an_toàn và bảo_mật thông_tin quốc_gia . ,1
Thủ_tướng Nguyễn_Tấn_Dũng cũng yêu_cầu phát_triển và ứng_dụng công_nghệ thông_tin được coi là nhiệm_vụ quan_trọng của toàn_bộ hệ_thống chính_trị và xã_hội . ,- Phát_triển và ứng_dụng công_nghệ thông_tin được coi là nhiệm_vụ quan_trọng của toàn_bộ hệ_thống chính_trị và xã_hội . ,1
Giá USD tự_do duy_trì xu_thế giảm mạnh còn 21.250 đồng được cho là nguyên_nhân kéo giá vàng xuống . ,Các ngân_hàng cho_biết một trong những nguyên_nhân khiến giá USD giảm là do cung_cầu trên thị_trường khá dồi_dào . ,1
Lúc hơn 9h sáng nay giá vàng SJC tại thị_trường Hà_Nội theo niêm_yết của Tập_đoàn DOJI là 369 triệu đồng lượng ( mua vào ) và 3695 triệu đồng lượng ( bán ra ) . ,So với hôm_qua giá vàng SJC chỉ tăng 30.000 đồng/lượng lên mức giá bán ra 3696 triệu đồng lượng mua vào 3684 triệu đồng lượng . ,0
So với cuối giờ chiều_qua giá vàng SJC tại doanh_nghiệp này hiện đi ngang ở chiều mua vào và giảm 10.000 đồng/lượng ở chiều bán ra . ,So với hôm_qua giá vàng SJC chỉ tăng 30.000 đồng/lượng lên mức giá bán ra 3696 triệu đồng lượng mua vào 3684 triệu đồng lượng . ,0
Tại thị_trường Tp.HCM cùng thời_điểm trên Công_ty SJC báo_giá vàng SJC ở mức 3684 triệu đồng lượng và 3696 triệu đồng lượng tương_ứng giá mua và giá bán giảm 30.000 đồng/lượng và 40.000 đồng/lượng so với cuối ngày hôm_qua . ,So với hôm_qua giá vàng SJC chỉ tăng 30.000 đồng/lượng lên mức giá bán ra 3696 triệu đồng lượng mua vào 3684 triệu đồng lượng . ,0
Chiều_qua giá vàng SJC có nơi đã lên mức 37 triệu đồng lượng cao nhất trong vòng gần 3 tuần . ,Giá vàng thế_giới hôm_nay cũng tăng mạnh lên mức cao nhất trong vòng bốn tháng qua sau khi Cục Dự_trữ liên_bang Mỹ ( FED ) bày_tỏ lo_ngại các nhà đầu_tư có_thể đã quá tự_tin về triển_vọng kinh_tế . ,0
Sáng nay giá vàng thế_giới vẫn duy_trì đà tăng nhưng do giá USD tự_do giảm mạnh giá vàng không duy_trì được mốc 37 triệu đồng lượng . ,Tại thị_trường châu Á sáng nay giá vàng hưởng_ứng phiên Mỹ tiếp_tục tăng thêm gần 3 USD lên 1.338 USD/ounce tương_đương 3420 triệu đồng lượng . ,1
So với giá vàng thế_giới quy_đổi giá vàng SJC bán lẻ hiện đang đứng cao hơn khoảng 27 triệu đồng lượng . ,So với giá vàng trong nước giá thế_giới chỉ thấp hơn 26 triệu đồng lượng . ,0
Chênh giá vàng trong nước - thế_giới đang rút ngắn do giá vàng trong nước tăng chậm hơn thế_giới . ,So với giá vàng trong nước giá thế_giới chỉ thấp hơn 26 triệu đồng lượng . ,0
Giá USD tự_do tại Hà_Nội lúc đầu giờ sáng nay phổ_biến ở mức 21.225-21.235 đồng ( mua vào ) và 21.245-21.255 đồng ( bán ra ) . ,Giá USD tự_do sáng nay bán ra ở mức 21.270 đồng/USD cao hơn 50-70 đồng/USD so với giá bán USD tại các ngân_hàng giá mua USD ở mức 21.230 đồng/USD . ,0
So với sáng hôm_qua giá USD tự_do hiện giảm 20 đồng . ,So với đầu tháng 7 giá bán USD tại các ngân_hàng đã giảm 140-160 đồng/USD còn giá mua giảm 150-170 đồng/USD . ,0
"Liên_tục giảm trong vòng 1 tuần trở_lại đây giá USD tự_do đã "" bốc_hơi "" gần 100 đồng . ",So với đầu tháng 7 giá bán USD tại các ngân_hàng đã giảm 140-160 đồng/USD còn giá mua giảm 150-170 đồng/USD . ,0
